Product_ID,Product_Name,List_Price,Quantity,Discount,Order_ID,Shipped_Date,Total_Revenue
148,Trek Domane SL 8 Disc - 2018,5499.99,1,0.05,1348,2018-01-17,9624.9825
204,Trek Super Commuter+ 7 - 2018,3599.99,2,0.07,1362,2018-01-25,9575.9734
253,Electra Townie Go! 8i Ladies' - 2018,2599.99,1,0.05,1331,2018-01-08,9385.9639
56,Trek Domane SLR 6 Disc - 2017,5499.99,2,0.2,1341,2018-01-14,8799.984
165,Trek 1120 - 2018,2499.99,2,0.05,1394,2018-02-16,8749.965
138,Trek Fuel EX 5 Plus - 2018,2249.99,2,0.05,1335,2018-01-08,8549.962
139,Trek Remedy 7 27.5 - 2018,2999.99,1,0.05,1325,2018-01-03,8489.9717
150,Trek Emonda SL 7 - 2018,4499.99,1,0.05,1346,2018-01-15,8459.9812
184,Trek Domane SL 6 Disc - 2018,3499.99,2,0.2,1343,2018-01-14,8399.976
251,Electra Townie Commute Go! - 2018,2999.99,1,0.1,1388,2018-02-12,8399.972
147,Trek Domane ALR 5 Gravel - 2018,1799.99,1,0.07,1348,2018-01-17,8333.9537
209,Trek Crockett 7 Disc - 2018,2999.99,1,0.1,1325,2018-01-03,8099.973
40,Trek Fuel EX 9.8 29 - 2017,4999.99,2,0.2,1345,2018-01-15,7999.984
120,Trek Fuel EX 7 29 - 2018,2499.99,2,0.2,1324,2018-01-03,7999.968
48,Trek Emonda S 4 - 2017,1499.99,2,0.1,1327,2018-01-05,7994.9467
128,Surly ECR 27.5 - 2018,1899.0,2,0.2,1366,2018-01-28,7785.9
186,Trek CrossRip+ - 2018,4499.99,1,0.2,1368,2018-01-29,7649.983
207,Trek Boone 7 Disc - 2018,3999.99,1,0.1,1336,2018-01-12,7199.982
137,Heller Shagamaw GX1 - 2018,2599.0,2,0.2,1408,2018-03-01,6497.5
152,Trek Domane SL 5 Disc Women's - 2018,2499.99,1,0.1,1364,2018-01-28,6249.975
157,Trek Domane SL Frameset Women's - 2018,6499.99,1,0.05,1336,2018-01-12,6174.9905
54,Trek Domane SL Disc Frameset - 2017,3199.99,2,0.05,1425,2018-03-09,6079.981
172,Trek Domane ALR Disc Frameset - 2018,3199.99,2,0.05,1345,2018-01-15,6079.981
141,Trek Stache 5 - 2018,1599.99,2,0.07,1435,2018-03-16,6015.9624
181,Trek Domane SL 5 - 2018,2199.99,2,0.05,1374,2018-02-01,5939.973
151,Trek Domane ALR 4 Disc Women's - 2018,1549.99,2,0.07,1327,2018-01-05,5827.9624
173,Trek Domane ALR Frameset - 2018,3199.99,2,0.1,1450,2018-03-22,5759.982
235,Electra Koa 3i Ladies' - 2018,899.99,1,0.1,1324,2018-01-03,5579.938
39,Trek Stache 5 - 2017,1499.99,2,0.1,1385,2018-02-09,5549.963
115,Trek Fuel EX 8 29 - 2018,3199.99,1,0.1,1366,2018-01-28,5439.983
123,Trek Farley Carbon Frameset - 2018,999.99,2,0.1,1445,2018-03-20,5409.9459
199,Electra Townie Commute Go! Ladies' - 2018,2999.99,2,0.1,1356,2018-01-22,5399.982
180,Trek Domane AL 3 Women's - 2018,919.99,1,0.2,1327,2018-01-05,5391.1414
27,Surly Big Dummy Frameset - 2017,999.99,2,0.07,1323,2018-01-01,5359.9464
164,Surly Straggler 650b - 2018,1549.0,2,0.2,1345,2018-01-15,5359.54
187,Trek Neko+ - 2018,2799.99,2,0.07,1428,2018-03-11,5207.9814
124,Surly Krampus - 2018,1499.0,1,0.07,1367,2018-01-28,5186.54
161,Surly ECR - 2018,1899.0,1,0.2,1432,2018-03-14,5127.3
210,Surly Straggler - 2018,1549.0,2,0.2,1399,2018-02-18,4956.8
234,Electra Daydreamer 3i Ladies' - 2018,899.99,2,0.05,1341,2018-01-14,4949.945
55,Trek Domane S 6 - 2017,2699.99,1,0.07,1329,2018-01-06,4670.9827
4,Trek Fuel EX 8 29 - 2016,2899.99,2,0.2,1362,2018-01-25,4639.984
31,Surly Wednesday - 2017,1632.99,1,0.05,1360,2018-01-24,4588.7019
189,Trek Lift+ Lowstep - 2018,2799.99,2,0.2,1402,2018-02-21,4479.984
182,Trek Domane SL 5 Disc - 2018,2499.99,1,0.2,1375,2018-02-01,4324.9827
42,Trek Fuel EX 5 27.5 Plus - 2017,2299.99,1,0.05,1334,2018-01-10,4323.9812
159,Trek Emonda ALR 6 - 2018,2299.99,1,0.05,1350,2018-01-17,4323.9812
163,Surly Pack Rat - 2018,1349.0,2,0.2,1361,2018-01-23,4316.8
201,Trek Powerfly 5 FS - 2018,4499.99,1,0.05,1460,2018-03-23,4274.9905
134,Trek Remedy 27.5 C Frameset - 2018,1499.99,2,0.05,1346,2018-01-15,4199.972
81,Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99,2,0.05,1382,2018-02-08,4179.962
59,Trek Domane S 5 Disc - 2017,2599.99,2,0.2,1471,2018-03-29,4159.984
131,Heller Bloodhound Trail - 2018,2599.0,2,0.2,1367,2018-01-28,4158.4
60,Sun Bicycles ElectroLite - 2017,1559.99,1,0.05,1342,2018-01-15,4133.9735
168,Surly Straggler - 2018,1549.0,2,0.2,1349,2018-01-16,3949.95
78,Sun Bicycles Biscayne Tandem CB - 2017,647.99,1,0.1,1333,2018-01-07,3518.5857
57,Trek Emonda S 5 - 2017,1999.99,1,0.05,1396,2018-02-16,3499.9825
242,Electra Townie Commute 8D Ladies' - 2018,699.99,2,0.1,1416,2018-03-06,3499.95
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99,1,0.1,1386,2018-02-11,3329.963
130,Trek Stache Carbon Frameset - 2018,919.99,1,0.2,1357,2018-01-21,3321.1639
200,Trek Powerfly 5 - 2018,3499.99,1,0.07,1366,2018-01-28,3254.9907
237,Electra Relic 3i - 2018,849.99,2,0.05,1340,2018-01-13,3229.962
243,Electra Townie Original 21D EQ Ladies' - 2018,679.99,2,0.05,1330,2018-01-07,3229.9525
63,Trek Boone Race Shop Limited - 2017,3499.99,1,0.1,1373,2018-01-31,3149.991
129,Trek X-Caliber 7 - 2018,919.99,2,0.1,1328,2018-01-03,3127.966
136,Trek Procaliber 6 - 2018,1799.99,1,0.2,1352,2018-01-18,3113.9827
175,Trek Domane SLR Frameset - 2018,3199.99,1,0.07,1339,2018-01-13,2975.9907
206,Trek Boone 5 Disc - 2018,3299.99,1,0.1,1343,2018-01-14,2969.991
24,Electra Townie Original 21D - 2016,549.99,2,0.05,1367,2018-01-28,2969.946
70,Electra Amsterdam Original 3i - 2015/2017,659.99,1,0.05,1323,2018-01-01,2936.9555
8,Trek Remedy 29 Carbon Frameset - 2016,1799.99,2,0.2,1371,2018-02-01,2879.984
208,Trek Crockett 5 Disc - 2018,1799.99,2,0.2,1370,2018-01-29,2879.984
135,Trek X-Caliber Frameset - 2018,1499.99,1,0.07,1382,2018-02-08,2819.9812
41,Haro Shift R3 - 2017,1469.99,2,0.05,1390,2018-02-13,2792.981
77,Electra Glam Punk 3i Ladies' - 2017,799.99,2,0.07,1344,2018-01-15,2767.9654
109,Sun Bicycles Cruz 7 - Women's - 2017,416.99,2,0.07,1412,2018-03-04,2731.2845
230,Electra Cruiser Lux 1 Ladies' - 2018,429.99,2,0.2,1330,2018-01-07,2713.2369
9,Trek Conduit+ - 2016,2999.99,1,0.1,1411,2018-03-02,2699.991
198,Electra Townie Commute Go! - 2018,2999.99,1,0.1,1434,2018-03-16,2699.991
113,Trek Marlin 5 - 2018,489.99,2,0.07,1368,2018-01-29,2592.0471
185,Trek Conduit+ - 2018,2799.99,1,0.1,1336,2018-01-12,2519.991
191,Electra Loft Go! 8i - 2018,2799.99,1,0.1,1476,2018-04-01,2519.991
254,Electra Townie Balloon 3i EQ - 2017/2018,749.99,2,0.2,1401,2018-02-20,2497.4667
192,Electra Townie Go! 8i - 2017/2018,2599.99,1,0.05,1356,2018-01-22,2469.9905
223,Electra Cruiser Lux 3i - 2018,529.99,2,0.07,1371,2018-02-01,2448.5538
250,Electra Townie Go! 8i - 2017/2018,2599.99,1,0.07,1350,2018-01-17,2417.9907
29,Trek X-Caliber 8 - 2017,999.99,2,0.2,1336,2018-01-12,2399.976
2,Ritchey Timberwolf Frameset - 2016,749.99,2,0.2,1345,2018-01-15,2399.968
301,Electra Townie Balloon 7i EQ - 2018,899.99,2,0.07,1409,2018-02-28,2393.9734
52,Surly Steamroller - 2017,875.99,2,0.1,1352,2018-01-18,2391.4527
102,Electra Townie Original 7D - 2017,489.99,2,0.05,1330,2018-01-07,2317.6527
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,899.99,1,0.05,1325,2018-01-03,2294.9745
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99,1,0.05,1352,2018-01-18,2278.4535
260,Electra Townie Balloon 3i EQ Ladies' - 2018,799.99,1,0.07,1435,2018-03-16,2231.9721
219,Electra Moto 3i - 2018,639.99,2,0.2,1417,2018-03-07,2175.966
215,Electra Queen of Hearts 3i - 2018,749.99,2,0.07,1341,2018-01-14,2092.4721
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,749.99,2,0.07,1361,2018-01-23,2092.4721
53,Surly Ogre Frameset - 2017,749.99,1,0.05,1347,2018-01-18,2009.9732
166,Trek Domane AL 2 Women's - 2018,749.99,2,0.07,1354,2018-01-21,1994.9734
249,Electra White Water 3i - 2018,749.99,1,0.1,1346,2018-01-15,1987.4735
300,Electra Townie Balloon 3i EQ Ladies' - 2018,799.99,1,0.2,1331,2018-01-08,1919.976
197,Trek Verve+ Lowstep - 2018,2299.99,1,0.2,1420,2018-03-07,1839.992
304,Electra Townie Original 21D EQ - 2017/2018,679.99,2,0.1,1333,2018-01-07,1835.973
233,Electra Cruiser Lux Fat Tire 7D - 2018,639.99,1,0.07,1353,2018-01-18,1811.1717
3,Surly Wednesday Frameset - 2016,999.99,1,0.2,1324,2018-01-03,1729.9827
110,Sun Bicycles Drifter 7 - 2017,470.99,1,0.07,1364,2018-01-28,1723.8234
127,Surly Pack Rat Frameset - 2018,469.99,2,0.1,1397,2018-02-16,1720.1634
179,Trek Domane AL 3 - 2018,919.99,2,0.07,1332,2018-01-09,1711.1814
240,Electra Townie Commute 27D Ladies - 2018,899.99,2,0.05,1392,2018-02-14,1709.981
20,Electra Townie Original 7D EQ - Women's - 2016,599.99,1,0.05,1323,2018-01-01,1709.9715
261,Electra Townie Balloon 7i EQ - 2018,899.99,2,0.07,1475,2018-03-31,1673.9814
310,Electra Townie Commute 27D Ladies - 2018,899.99,2,0.07,1466,2018-03-28,1673.9814
225,Electra Delivery 3i - 2016/2017/2018,959.99,1,0.1,1382,2018-02-08,1631.983
214,Electra Tiger Shark 3i - 2018,899.99,2,0.1,1381,2018-02-08,1619.982
255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99,2,0.1,1380,2018-02-08,1619.982
244,Electra Townie Original 21D Ladies' - 2018,559.99,1,0.05,1343,2018-01-14,1573.5719
35,Sun Bicycles Spider 3i - 2017,832.99,2,0.1,1454,2018-03-22,1499.382
229,Electra Cruiser Lux 1 - 2016/2018,429.99,2,0.07,1380,2018-02-08,1487.7654
217,Electra Straight 8 3i - 2018,909.99,2,0.2,1400,2018-02-18,1455.984
144,Trek Domane ALR 4 Disc - 2018,1549.99,1,0.07,1365,2018-01-27,1441.4907
216,Electra Super Moto 8i - 2018,899.99,2,0.2,1428,2018-03-11,1439.984
178,Trek Domane AL 2 - 2018,749.99,2,0.05,1440,2018-03-16,1424.981
80,Sun Bicycles Brickell Tandem CB - 2017,761.99,2,0.07,1422,2018-03-08,1417.3014
117,Trek Ticket S Frame - 2018,1469.99,1,0.05,1451,2018-03-20,1396.4905
116,Trek Marlin 7 - 2017/2018,749.99,2,0.07,1440,2018-03-16,1394.9814
66,Sun Bicycles Revolutions 24 - 2017,250.99,1,0.1,1324,2018-01-03,1380.445
104,Sun Bicycles Streamway - 2017,481.99,2,0.05,1322,2018-01-02,1373.6715
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,2,0.1,1333,2018-01-07,1364.9545
132,Trek Procal AL Frameset - 2018,1499.99,1,0.1,1367,2018-01-28,1349.991
133,Trek Procaliber Frameset - 2018,1499.99,1,0.1,1351,2018-01-19,1349.991
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,319.99,2,0.2,1329,2018-01-06,1321.5587
46,Haro SR 1.3 - 2017,1409.99,1,0.07,1441,2018-03-18,1311.2907
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,2,0.05,1346,2018-01-15,1270.67
101,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,2,0.1,1443,2018-03-17,1257.963
82,Electra Amsterdam Original 3i Ladies' - 2017,659.99,1,0.05,1359,2018-01-22,1240.7812
297,"Electra Under-The-Sea 1 16"" - 2018",279.99,2,0.2,1351,2018-01-19,1231.956
5,Heller Shagamaw Frame - 2016,1320.99,1,0.07,1376,2018-02-03,1228.5207
65,Sun Bicycles Lil Bolt Type-R - 2017,346.99,2,0.2,1343,2018-01-14,1214.465
227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99,1,0.07,1389,2018-02-14,1209.5622
170,Trek CrossRip 2 - 2018,1299.99,1,0.07,1409,2018-02-28,1208.9907
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,749.99,2,0.2,1411,2018-03-02,1199.984
107,Sun Bicycles Cruz 7 - 2017,416.99,1,0.05,1329,2018-01-06,1188.4215
258,Electra Amsterdam Royal 8i - 2017/2018,1259.9,1,0.1,1459,2018-03-22,1133.91
295,"Electra Treasure 1 20"" - 2018",319.99,2,0.2,1391,2018-02-14,1119.965
112,Trek 820 - 2018,379.99,1,0.07,1401,2018-02-20,1075.3717
12,Electra Townie Original 21D - 2016,549.99,1,0.05,1333,2018-01-07,1044.981
38,Haro Flightline Two 26 Plus - 2017,549.99,2,0.05,1454,2018-03-22,1044.981
143,Trek Domane ALR 3 - 2018,1099.99,1,0.07,1329,2018-01-06,1022.9907
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,279.99,1,0.1,1330,2018-01-07,1021.9635
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,369.99,1,0.2,1386,2018-02-11,998.973
93,Haro Shredder 20 Girls - 2017,209.99,2,0.05,1332,2018-01-09,972.2537
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99,2,0.2,1475,2018-03-31,959.984
89,Trek Precaliber 16 Boys - 2017,209.99,2,0.1,1370,2018-01-29,944.955
13,Electra Cruiser 1 (24-Inch) - 2016,269.99,1,0.1,1329,2018-01-06,931.4655
92,Haro Shredder 20 - 2017,209.99,2,0.2,1340,2018-01-13,930.2557
118,Trek X-Caliber 8 - 2018,999.99,1,0.1,1379,2018-02-05,899.991
103,Sun Bicycles Streamway 3 - 2017,551.99,2,0.2,1344,2018-01-15,883.184
126,Surly Big Fat Dummy Frameset - 2018,469.99,1,0.07,1428,2018-03-11,860.0817
313,Electra Townie Original 1 Ladies' - 2018,449.99,2,0.1,1355,2018-01-20,809.982
86,Trek Girl's Kickster - 2017,149.99,2,0.2,1352,2018-01-18,809.946
265,Strider Strider 20 Sport - 2018,289.99,1,0.05,1409,2018-02-28,797.4725
69,Sun Bicycles Cruz 7 - 2017,416.99,2,0.05,1398,2018-02-19,792.281
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,279.99,1,0.1,1332,2018-01-09,783.972
232,Electra Cruiser Lux 7D Ladies' - 2018,479.99,1,0.2,1330,2018-01-07,767.984
268,Trek Kickster - 2018,159.99,2,0.05,1393,2018-02-15,719.955
167,Surly ECR Frameset - 2018,749.99,1,0.05,1460,2018-03-23,712.4905
236,Electra Morningstar 3i Ladies' - 2018,749.99,1,0.05,1365,2018-01-27,712.4905
241,Electra Townie Commute 8D - 2018,749.99,1,0.07,1328,2018-01-03,697.4907
264,Strider Sport 16 - 2018,249.99,2,0.1,1415,2018-03-05,682.4727
239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,749.99,1,0.1,1448,2018-03-21,674.991
305,Electra Townie Balloon 3i EQ - 2017/2018,749.99,1,0.1,1350,2018-01-17,674.991
311,Electra Townie Commute 8D - 2018,749.99,1,0.1,1328,2018-01-03,674.991
278,Trek Precaliber 24 21-speed Girl's - 2018,369.99,2,0.1,1467,2018-03-29,665.982
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,2,0.07,1476,2018-04-01,650.9814
96,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,2,0.07,1378,2018-02-04,650.9814
245,Electra Townie Original 3i EQ - 2017/2018,659.99,1,0.05,1415,2018-03-05,626.9905
226,Electra Townie Original 21D EQ - 2017/2018,679.99,1,0.1,1395,2018-02-16,611.991
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,749.99,1,0.2,1382,2018-02-08,599.992
246,Electra Townie Original 3i EQ Ladies' - 2018,639.99,1,0.07,1456,2018-03-23,595.1907
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99,1,0.07,1426,2018-03-10,595.1814
85,Haro Downtown 16 - 2017,329.99,2,0.1,1389,2018-02-14,593.982
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,319.99,2,0.1,1356,2018-01-22,575.982
269,Trek Precaliber 12 Boy's - 2018,199.99,2,0.07,1326,2018-01-02,561.9719
247,Electra Townie Original 7D EQ - 2018,599.99,1,0.1,1328,2018-01-03,539.991
114,Trek Marlin 6 - 2018,579.99,1,0.07,1408,2018-03-01,539.3907
263,Strider Classic 12 Balance Bike - 2018,89.99,2,0.2,1346,2018-01-15,533.6407
213,Electra Cruiser 1 - 2016/2017/2018,269.99,2,0.05,1369,2018-01-30,512.981
105,Sun Bicycles Streamway 7 - 2017,533.99,1,0.05,1458,2018-03-21,507.2905
286,"Electra Starship 1 16"" - 2018",279.99,2,0.1,1434,2018-03-16,503.982
21,Electra Cruiser 1 (24-Inch) - 2016,269.99,2,0.07,1336,2018-01-12,502.1814
220,Electra Cruiser 1 Ladies' - 2018,269.99,1,0.1,1404,2018-02-24,494.0817
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,2,0.1,1449,2018-03-20,485.982
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,2,0.2,1408,2018-03-01,479.984
15,Electra Moto 1 - 2016,529.99,1,0.1,1379,2018-02-05,476.991
25,Electra Townie Original 7D - 2015/2016,499.99,1,0.07,1462,2018-03-24,464.9907
84,Sun Bicycles Lil Kitt'n - 2017,109.99,2,0.1,1334,2018-01-10,461.958
224,Electra Cruiser Lux 7D - 2018,479.99,1,0.05,1399,2018-02-18,455.9905
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,489.99,1,0.07,1450,2018-03-22,455.6907
299,Electra Townie Original 21D - 2018,559.99,1,0.2,1450,2018-03-22,447.992
6,Surly Ice Cream Truck Frameset - 2016,469.99,1,0.05,1441,2018-03-18,446.4905
32,Trek Farley Alloy Frameset - 2017,469.99,1,0.07,1384,2018-02-09,437.0907
17,Pure Cycles Vine 8-Speed - 2016,429.0,1,0.05,1415,2018-03-05,407.55
106,Sun Bicycles Cruz 3 - 2017,449.99,1,0.1,1387,2018-02-11,404.991
67,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99,2,0.2,1440,2018-03-16,401.584
271,Trek Precaliber 16 Girl's - 2018,209.99,2,0.05,1442,2018-03-17,398.981
90,Trek Precaliber 16 Girls - 2017,209.99,1,0.07,1400,2018-02-18,384.2817
111,Sun Bicycles Drifter 7 - Women's - 2017,470.99,1,0.2,1457,2018-03-23,376.792
71,Sun Bicycles Atlas X-Type - 2017,416.99,1,0.1,1423,2018-03-07,375.291
274,Trek Precaliber 20 Boy's - 2018,229.99,2,0.2,1381,2018-02-08,367.984
302,Electra Townie Original 1 - 2018,449.99,1,0.2,1423,2018-03-07,359.992
290,"Electra Superbolt 3i 20"" - 2018",369.99,1,0.05,1331,2018-01-08,351.4905
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,369.99,1,0.1,1462,2018-03-24,332.991
97,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,1,0.05,1384,2018-02-09,332.4905
221,Electra Cruiser 7D Ladies' - 2016/2018,319.99,1,0.05,1430,2018-03-11,303.9905
87,Trek Precaliber 12 Boys - 2017,189.99,2,0.2,1392,2018-02-14,303.984
228,Electra Cruiser 7D Tall - 2016/2018,319.99,1,0.07,1328,2018-01-03,297.5907
277,Trek Precaliber 24 21-speed Boy's - 2018,369.99,1,0.2,1391,2018-02-14,295.992
296,"Electra Treasure 3i 20"" - 2018",369.99,1,0.2,1332,2018-01-09,295.992
76,"Electra Girl's Hawaii 1 16"" - 2017",299.99,1,0.07,1460,2018-03-23,278.9907
273,Trek Precaliber 20 6-speed Girl's - 2018,289.99,1,0.07,1402,2018-02-21,269.6907
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,279.99,1,0.05,1470,2018-03-31,265.9905
272,Trek Precaliber 20 6-speed Boy's - 2018,289.99,1,0.1,1456,2018-03-23,260.991
222,Electra Cruiser 1 Tall - 2016/2018,269.99,1,0.1,1409,2018-02-28,242.991
262,Trek MT 201 - 2018,249.99,1,0.1,1386,2018-02-11,224.991
275,Trek Precaliber 20 Girl's - 2018,229.99,1,0.1,1400,2018-02-18,206.991
270,Trek Precaliber 16 Boy's - 2018,209.99,1,0.05,1342,2018-01-15,199.4905
