order_ID,Product_ID,Product_Name,Value,rankings
1277,56,Trek Domane SLR 6 Disc - 2017,8799.98,97
1341,56,Trek Domane SLR 6 Disc - 2017,8799.98,98
961,47,Trek Remedy 9.8 - 2017,8479.98,99
1118,47,Trek Remedy 9.8 - 2017,8479.98,100
1255,43,Trek Fuel EX 9.8 27.5 Plus - 2017,8479.98,101
1334,160,Trek Emonda SLR 6 - 2018,8369.98,102
853,58,Trek Madone 9.2 - 2017,7999.98,103
1137,58,Trek Madone 9.2 - 2017,7999.98,104
1162,40,Trek Fuel EX 9.8 29 - 2017,7999.98,105
1219,40,Trek Fuel EX 9.8 29 - 2017,7999.98,106
1345,40,Trek Fuel EX 9.8 29 - 2017,7999.98,107
1410,203,Trek Powerfly 7 FS - 2018,7999.98,108
1424,140,Trek Remedy 9.8 27.5 - 2018,7999.98,109
1506,153,Trek Domane SL 7 Women's - 2018,7999.98,110
38,7,Trek Slash 8 27.5 - 2016,7599.98,111
124,7,Trek Slash 8 27.5 - 2016,7599.98,112
161,7,Trek Slash 8 27.5 - 2016,7599.98,113
167,7,Trek Slash 8 27.5 - 2016,7599.98,114
223,7,Trek Slash 8 27.5 - 2016,7599.98,115
235,7,Trek Slash 8 27.5 - 2016,7599.98,116
243,7,Trek Slash 8 27.5 - 2016,7599.98,117
249,7,Trek Slash 8 27.5 - 2016,7599.98,118
275,7,Trek Slash 8 27.5 - 2016,7599.98,119
288,7,Trek Slash 8 27.5 - 2016,7599.98,120
294,7,Trek Slash 8 27.5 - 2016,7599.98,121
432,7,Trek Slash 8 27.5 - 2016,7599.98,122
439,7,Trek Slash 8 27.5 - 2016,7599.98,123
466,7,Trek Slash 8 27.5 - 2016,7599.98,124
579,7,Trek Slash 8 27.5 - 2016,7599.98,125
700,7,Trek Slash 8 27.5 - 2016,7599.98,126
75,7,Trek Slash 8 27.5 - 2016,7439.98,127
99,7,Trek Slash 8 27.5 - 2016,7439.98,128
157,7,Trek Slash 8 27.5 - 2016,7439.98,129
188,7,Trek Slash 8 27.5 - 2016,7439.98,130
267,7,Trek Slash 8 27.5 - 2016,7439.98,131
281,7,Trek Slash 8 27.5 - 2016,7439.98,132
282,7,Trek Slash 8 27.5 - 2016,7439.98,133
310,7,Trek Slash 8 27.5 - 2016,7439.98,134
314,7,Trek Slash 8 27.5 - 2016,7439.98,135
390,7,Trek Slash 8 27.5 - 2016,7439.98,136
449,7,Trek Slash 8 27.5 - 2016,7439.98,137
559,7,Trek Slash 8 27.5 - 2016,7439.98,138
677,7,Trek Slash 8 27.5 - 2016,7439.98,139
1026,7,Trek Slash 8 27.5 - 2016,7439.98,140
1194,7,Trek Slash 8 27.5 - 2016,7439.98,141
1460,7,Trek Slash 8 27.5 - 2016,7439.98,142
1585,207,Trek Boone 7 Disc - 2018,7439.98,143
1601,7,Trek Slash 8 27.5 - 2016,7439.98,144
9,7,Trek Slash 8 27.5 - 2016,7199.98,145
30,7,Trek Slash 8 27.5 - 2016,7199.98,146
207,7,Trek Slash 8 27.5 - 2016,7199.98,147
271,7,Trek Slash 8 27.5 - 2016,7199.98,148
304,7,Trek Slash 8 27.5 - 2016,7199.98,149
452,7,Trek Slash 8 27.5 - 2016,7199.98,150
457,7,Trek Slash 8 27.5 - 2016,7199.98,151
608,7,Trek Slash 8 27.5 - 2016,7199.98,152
1124,7,Trek Slash 8 27.5 - 2016,7199.98,153
1575,207,Trek Boone 7 Disc - 2018,7199.98,154
1439,149,Trek Domane SLR 8 Disc - 2018,7124.99,155
1362,204,Trek Super Commuter+ 7 - 2018,6695.98,156
1497,204,Trek Super Commuter+ 7 - 2018,6695.98,157
1578,204,Trek Super Commuter+ 7 - 2018,6695.98,158
844,63,Trek Boone Race Shop Limited - 2017,6649.98,159
884,49,Trek Domane SL 6 - 2017,6649.98,160
905,62,Trek Boone 7 - 2017,6649.98,161
1053,49,Trek Domane SL 6 - 2017,6649.98,162
1163,63,Trek Boone Race Shop Limited - 2017,6649.98,163
1281,49,Trek Domane SL 6 - 2017,6649.98,164
1576,202,Trek Powerfly 5 Women's - 2018,6649.98,165
1587,63,Trek Boone Race Shop Limited - 2017,6649.98,166
661,63,Trek Boone Race Shop Limited - 2017,6509.98,167
790,62,Trek Boone 7 - 2017,6509.98,168
862,49,Trek Domane SL 6 - 2017,6509.98,169
872,62,Trek Boone 7 - 2017,6509.98,170
882,63,Trek Boone Race Shop Limited - 2017,6509.98,171
931,49,Trek Domane SL 6 - 2017,6509.98,172
1021,49,Trek Domane SL 6 - 2017,6509.98,173
1177,62,Trek Boone 7 - 2017,6509.98,174
1377,188,Trek XM700+ Lowstep - 2018,6509.98,175
1598,49,Trek Domane SL 6 - 2017,6509.98,176
28,7,Trek Slash 8 27.5 - 2016,6399.98,177
100,7,Trek Slash 8 27.5 - 2016,6399.98,178
136,7,Trek Slash 8 27.5 - 2016,6399.98,179
359,7,Trek Slash 8 27.5 - 2016,6399.98,180
360,7,Trek Slash 8 27.5 - 2016,6399.98,181
385,7,Trek Slash 8 27.5 - 2016,6399.98,182
403,7,Trek Slash 8 27.5 - 2016,6399.98,183
566,7,Trek Slash 8 27.5 - 2016,6399.98,184
753,7,Trek Slash 8 27.5 - 2016,6399.98,185
777,7,Trek Slash 8 27.5 - 2016,6399.98,186
781,7,Trek Slash 8 27.5 - 2016,6399.98,187
1551,207,Trek Boone 7 Disc - 2018,6399.98,188
725,62,Trek Boone 7 - 2017,6299.98,189
797,62,Trek Boone 7 - 2017,6299.98,190
929,63,Trek Boone Race Shop Limited - 2017,6299.98,191
1115,49,Trek Domane SL 6 - 2017,6299.98,192
1170,62,Trek Boone 7 - 2017,6299.98,193
1182,49,Trek Domane SL 6 - 2017,6299.98,194
1185,63,Trek Boone Race Shop Limited - 2017,6299.98,195
1219,62,Trek Boone 7 - 2017,6299.98,196
1287,62,Trek Boone 7 - 2017,6299.98,197
1288,62,Trek Boone 7 - 2017,6299.98,198
1420,194,Trek XM700+ - 2018,6299.98,199
1515,202,Trek Powerfly 5 Women's - 2018,6299.98,200
1544,194,Trek XM700+ - 2018,6299.98,201
837,51,Trek Silque SLR 8 Women's - 2017,6174.99,202
1101,51,Trek Silque SLR 8 Women's - 2017,6174.99,203
1169,51,Trek Silque SLR 8 Women's - 2017,6174.99,204
1336,157,Trek Domane SL Frameset Women's - 2018,6174.99,205
657,54,Trek Domane SL Disc Frameset - 2017,6079.98,206
797,54,Trek Domane SL Disc Frameset - 2017,6079.98,207
1345,172,Trek Domane ALR Disc Frameset - 2018,6079.98,208
1389,171,Trek Domane SL 6 - 2018,6079.98,209
1409,171,Trek Domane SL 6 - 2018,6079.98,210
1425,54,Trek Domane SL Disc Frameset - 2017,6079.98,211
1510,142,Trek Fuel EX 8 29 XT - 2018,6079.98,212
1168,51,Trek Silque SLR 8 Women's - 2017,6044.99,213
1226,51,Trek Silque SLR 8 Women's - 2017,6044.99,214
1355,149,Trek Domane SLR 8 Disc - 2018,5999.99,215
1378,142,Trek Fuel EX 8 29 XT - 2018,5951.98,216
1476,142,Trek Fuel EX 8 29 XT - 2018,5951.98,217
1562,115,Trek Fuel EX 8 29 - 2018,5951.98,218
1590,175,Trek Domane SLR Frameset - 2018,5951.98,219
958,51,Trek Silque SLR 8 Women's - 2017,5849.99,220
1135,51,Trek Silque SLR 8 Women's - 2017,5849.99,221
1224,51,Trek Silque SLR 8 Women's - 2017,5849.99,222
1525,156,Trek Domane SL Frameset - 2018,5849.99,223
1533,51,Trek Silque SLR 8 Women's - 2017,5849.99,224
1546,156,Trek Domane SL Frameset - 2018,5849.99,225
1555,156,Trek Domane SL Frameset - 2018,5849.99,226
677,54,Trek Domane SL Disc Frameset - 2017,5759.98,227
970,54,Trek Domane SL Disc Frameset - 2017,5759.98,228
1384,142,Trek Fuel EX 8 29 XT - 2018,5759.98,229
1450,173,Trek Domane ALR Frameset - 2018,5759.98,230
1499,171,Trek Domane SL 6 - 2018,5759.98,231
1516,172,Trek Domane ALR Disc Frameset - 2018,5759.98,232
1541,142,Trek Fuel EX 8 29 XT - 2018,5759.98,233
1559,54,Trek Domane SL Disc Frameset - 2017,5759.98,234
1611,171,Trek Domane SL 6 - 2018,5759.98,235
1080,50,Trek Silque SLR 7 Women's - 2017,5699.99,236
126,9,Trek Conduit+ - 2016,5699.98,237
262,9,Trek Conduit+ - 2016,5699.98,238
410,9,Trek Conduit+ - 2016,5699.98,239
468,9,Trek Conduit+ - 2016,5699.98,240
484,9,Trek Conduit+ - 2016,5699.98,241
534,9,Trek Conduit+ - 2016,5699.98,242
599,9,Trek Conduit+ - 2016,5699.98,243
1197,9,Trek Conduit+ - 2016,5699.98,244
1214,9,Trek Conduit+ - 2016,5699.98,245
1279,9,Trek Conduit+ - 2016,5699.98,246
1449,252,Electra Townie Commute Go! Ladies' - 2018,5699.98,247
1470,252,Electra Townie Commute Go! Ladies' - 2018,5699.98,248
1518,252,Electra Townie Commute Go! Ladies' - 2018,5699.98,249
652,62,Trek Boone 7 - 2017,5599.98,250
658,49,Trek Domane SL 6 - 2017,5599.98,251
736,62,Trek Boone 7 - 2017,5599.98,252
805,62,Trek Boone 7 - 2017,5599.98,253
925,62,Trek Boone 7 - 2017,5599.98,254
951,62,Trek Boone 7 - 2017,5599.98,255
980,49,Trek Domane SL 6 - 2017,5599.98,256
1068,49,Trek Domane SL 6 - 2017,5599.98,257
1122,49,Trek Domane SL 6 - 2017,5599.98,258
1303,63,Trek Boone Race Shop Limited - 2017,5599.98,259
1318,62,Trek Boone 7 - 2017,5599.98,260
1343,184,Trek Domane SL 6 Disc - 2018,5599.98,261
1383,188,Trek XM700+ Lowstep - 2018,5599.98,262
1428,194,Trek XM700+ - 2018,5599.98,263
1484,49,Trek Domane SL 6 - 2017,5599.98,264
1520,188,Trek XM700+ Lowstep - 2018,5599.98,265
1542,184,Trek Domane SL 6 Disc - 2018,5599.98,266
1548,62,Trek Boone 7 - 2017,5599.98,267
1556,49,Trek Domane SL 6 - 2017,5599.98,268
680,50,Trek Silque SLR 7 Women's - 2017,5579.99,269
1118,50,Trek Silque SLR 7 Women's - 2017,5579.99,270
1179,50,Trek Silque SLR 7 Women's - 2017,5579.99,271
6,9,Trek Conduit+ - 2016,5579.98,272
274,9,Trek Conduit+ - 2016,5579.98,273
276,9,Trek Conduit+ - 2016,5579.98,274
359,9,Trek Conduit+ - 2016,5579.98,275
525,9,Trek Conduit+ - 2016,5579.98,276
580,9,Trek Conduit+ - 2016,5579.98,277
622,9,Trek Conduit+ - 2016,5579.98,278
1122,9,Trek Conduit+ - 2016,5579.98,279
1306,9,Trek Conduit+ - 2016,5579.98,280
1491,139,Trek Remedy 7 27.5 - 2018,5579.98,281
1532,209,Trek Crockett 7 Disc - 2018,5579.98,282
23,4,Trek Fuel EX 8 29 - 2016,5509.98,283
85,4,Trek Fuel EX 8 29 - 2016,5509.98,284
164,4,Trek Fuel EX 8 29 - 2016,5509.98,285
165,4,Trek Fuel EX 8 29 - 2016,5509.98,286
351,4,Trek Fuel EX 8 29 - 2016,5509.98,287
447,4,Trek Fuel EX 8 29 - 2016,5509.98,288
509,4,Trek Fuel EX 8 29 - 2016,5509.98,289
598,4,Trek Fuel EX 8 29 - 2016,5509.98,290
634,4,Trek Fuel EX 8 29 - 2016,5509.98,291
712,4,Trek Fuel EX 8 29 - 2016,5509.98,292
716,4,Trek Fuel EX 8 29 - 2016,5509.98,293
1133,4,Trek Fuel EX 8 29 - 2016,5509.98,294
1284,4,Trek Fuel EX 8 29 - 2016,5509.98,295
891,50,Trek Silque SLR 7 Women's - 2017,5399.99,296
927,50,Trek Silque SLR 7 Women's - 2017,5399.99,297
18,9,Trek Conduit+ - 2016,5399.98,298
79,9,Trek Conduit+ - 2016,5399.98,299
86,9,Trek Conduit+ - 2016,5399.98,300
103,9,Trek Conduit+ - 2016,5399.98,301
145,9,Trek Conduit+ - 2016,5399.98,302
300,9,Trek Conduit+ - 2016,5399.98,303
481,9,Trek Conduit+ - 2016,5399.98,304
539,9,Trek Conduit+ - 2016,5399.98,305
557,9,Trek Conduit+ - 2016,5399.98,306
613,9,Trek Conduit+ - 2016,5399.98,307
949,9,Trek Conduit+ - 2016,5399.98,308
1100,9,Trek Conduit+ - 2016,5399.98,309
1112,9,Trek Conduit+ - 2016,5399.98,310
1277,9,Trek Conduit+ - 2016,5399.98,311
1356,199,Electra Townie Commute Go! Ladies' - 2018,5399.98,312
1405,162,Trek Emonda SL 6 Disc - 2018,5399.98,313
1414,162,Trek Emonda SL 6 Disc - 2018,5399.98,314
1450,209,Trek Crockett 7 Disc - 2018,5399.98,315
1497,198,Electra Townie Commute Go! - 2018,5399.98,316
1510,251,Electra Townie Commute Go! - 2018,5399.98,317
127,4,Trek Fuel EX 8 29 - 2016,5393.98,318
131,4,Trek Fuel EX 8 29 - 2016,5393.98,319
208,4,Trek Fuel EX 8 29 - 2016,5393.98,320
239,4,Trek Fuel EX 8 29 - 2016,5393.98,321
375,4,Trek Fuel EX 8 29 - 2016,5393.98,322
440,4,Trek Fuel EX 8 29 - 2016,5393.98,323
522,4,Trek Fuel EX 8 29 - 2016,5393.98,324
575,4,Trek Fuel EX 8 29 - 2016,5393.98,325
732,4,Trek Fuel EX 8 29 - 2016,5393.98,326
918,4,Trek Fuel EX 8 29 - 2016,5393.98,327
1232,4,Trek Fuel EX 8 29 - 2016,5393.98,328
1456,193,Trek Lift+ - 2018,5319.98,329
810,56,Trek Domane SLR 6 Disc - 2017,5224.99,330
874,56,Trek Domane SLR 6 Disc - 2017,5224.99,331
950,56,Trek Domane SLR 6 Disc - 2017,5224.99,332
1348,148,Trek Domane SL 8 Disc - 2018,5224.99,333
12,4,Trek Fuel EX 8 29 - 2016,5219.98,334
121,4,Trek Fuel EX 8 29 - 2016,5219.98,335
236,4,Trek Fuel EX 8 29 - 2016,5219.98,336
370,4,Trek Fuel EX 8 29 - 2016,5219.98,337
414,4,Trek Fuel EX 8 29 - 2016,5219.98,338
429,4,Trek Fuel EX 8 29 - 2016,5219.98,339
954,4,Trek Fuel EX 8 29 - 2016,5219.98,340
973,4,Trek Fuel EX 8 29 - 2016,5219.98,341
1326,190,Trek Dual Sport+ - 2018,5207.98,342
1428,187,Trek Neko+ - 2018,5207.98,343
1438,190,Trek Dual Sport+ - 2018,5207.98,344
1536,185,Trek Conduit+ - 2018,5207.98,345
709,55,Trek Domane S 6 - 2017,5129.98,346
869,55,Trek Domane S 6 - 2017,5129.98,347
949,55,Trek Domane S 6 - 2017,5129.98,348
1119,55,Trek Domane S 6 - 2017,5129.98,349
1130,54,Trek Domane SL Disc Frameset - 2017,5119.98,350
1534,172,Trek Domane ALR Disc Frameset - 2018,5119.98,351
1610,173,Trek Domane ALR Frameset - 2018,5119.98,352
684,56,Trek Domane SLR 6 Disc - 2017,5114.99,353
1251,56,Trek Domane SLR 6 Disc - 2017,5114.99,354
1550,148,Trek Domane SL 8 Disc - 2018,5114.99,355
1546,185,Trek Conduit+ - 2018,5039.98,356
1550,185,Trek Conduit+ - 2018,5039.98,357
1593,190,Trek Dual Sport+ - 2018,5039.98,358
827,43,Trek Fuel EX 9.8 27.5 Plus - 2017,5034.99,359
886,47,Trek Remedy 9.8 - 2017,5034.99,360
1132,43,Trek Fuel EX 9.8 27.5 Plus - 2017,5034.99,361
1297,43,Trek Fuel EX 9.8 27.5 Plus - 2017,5034.99,362
828,55,Trek Domane S 6 - 2017,5021.98,363
1237,55,Trek Domane S 6 - 2017,5021.98,364
728,56,Trek Domane SLR 6 Disc - 2017,4949.99,365
1091,56,Trek Domane SLR 6 Disc - 2017,4949.99,366
1110,56,Trek Domane SLR 6 Disc - 2017,4949.99,367
1526,56,Trek Domane SLR 6 Disc - 2017,4949.99,368
730,59,Trek Domane S 5 Disc - 2017,4939.98,369
664,47,Trek Remedy 9.8 - 2017,4928.99,370
732,47,Trek Remedy 9.8 - 2017,4928.99,371
761,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4928.99,372
840,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4928.99,373
846,47,Trek Remedy 9.8 - 2017,4928.99,374
901,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4928.99,375
927,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4928.99,376
1104,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4928.99,377
1476,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4928.99,378
662,55,Trek Domane S 6 - 2017,4859.98,379
694,55,Trek Domane S 6 - 2017,4859.98,380
1036,55,Trek Domane S 6 - 2017,4859.98,381
1043,55,Trek Domane S 6 - 2017,4859.98,382
660,59,Trek Domane S 5 Disc - 2017,4835.98,383
1517,303,Electra Townie Go! 8i - 2017/2018,4835.98,384
1577,131,Heller Bloodhound Trail - 2018,4834.14,385
664,50,Trek Silque SLR 7 Women's - 2017,4799.99,386
715,50,Trek Silque SLR 7 Women's - 2017,4799.99,387
881,50,Trek Silque SLR 7 Women's - 2017,4799.99,388
901,50,Trek Silque SLR 7 Women's - 2017,4799.99,389
19,9,Trek Conduit+ - 2016,4799.98,390
31,9,Trek Conduit+ - 2016,4799.98,391
265,9,Trek Conduit+ - 2016,4799.98,392
491,9,Trek Conduit+ - 2016,4799.98,393
527,9,Trek Conduit+ - 2016,4799.98,394
604,9,Trek Conduit+ - 2016,4799.98,395
627,9,Trek Conduit+ - 2016,4799.98,396
807,9,Trek Conduit+ - 2016,4799.98,397
892,9,Trek Conduit+ - 2016,4799.98,398
991,9,Trek Conduit+ - 2016,4799.98,399
1067,9,Trek Conduit+ - 2016,4799.98,400
1524,252,Electra Townie Commute Go! Ladies' - 2018,4799.98,401
653,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4769.99,402
708,47,Trek Remedy 9.8 - 2017,4769.99,403
885,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4769.99,404
955,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4769.99,405
1058,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4769.99,406
1216,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4769.99,407
1412,43,Trek Fuel EX 9.8 27.5 Plus - 2017,4769.99,408
741,58,Trek Madone 9.2 - 2017,4749.99,409
1149,58,Trek Madone 9.2 - 2017,4749.99,410
1257,61,Trek Powerfly 8 FS Plus - 2017,4749.99,411
1348,203,Trek Powerfly 7 FS - 2018,4749.99,412
1361,153,Trek Domane SL 7 Women's - 2018,4749.99,413
1402,203,Trek Powerfly 7 FS - 2018,4749.99,414
1482,40,Trek Fuel EX 9.8 29 - 2017,4749.99,415
1024,28,Surly Karate Monkey 27.5+ Frameset - 2017,4749.98,416
1322,28,Surly Karate Monkey 27.5+ Frameset - 2017,4749.98,417
1394,165,Trek 1120 - 2018,4749.98,418
1402,28,Surly Karate Monkey 27.5+ Frameset - 2017,4749.98,419
1518,182,Trek Domane SL 5 Disc - 2018,4749.98,420
1542,122,Surly Troll Frameset - 2018,4749.98,421
899,59,Trek Domane S 5 Disc - 2017,4679.98,422
1087,59,Trek Domane S 5 Disc - 2017,4679.98,423
1225,59,Trek Domane S 5 Disc - 2017,4679.98,424
665,58,Trek Madone 9.2 - 2017,4649.99,425
728,58,Trek Madone 9.2 - 2017,4649.99,426
749,40,Trek Fuel EX 9.8 29 - 2017,4649.99,427
785,40,Trek Fuel EX 9.8 29 - 2017,4649.99,428
934,61,Trek Powerfly 8 FS Plus - 2017,4649.99,429
981,61,Trek Powerfly 8 FS Plus - 2017,4649.99,430
1083,61,Trek Powerfly 8 FS Plus - 2017,4649.99,431
1152,58,Trek Madone 9.2 - 2017,4649.99,432
1275,58,Trek Madone 9.2 - 2017,4649.99,433
1344,61,Trek Powerfly 8 FS Plus - 2017,4649.99,434
1365,58,Trek Madone 9.2 - 2017,4649.99,435
1468,58,Trek Madone 9.2 - 2017,4649.99,436
1613,153,Trek Domane SL 7 Women's - 2018,4649.99,437
900,28,Surly Karate Monkey 27.5+ Frameset - 2017,4649.98,438
906,28,Surly Karate Monkey 27.5+ Frameset - 2017,4649.98,439
937,28,Surly Karate Monkey 27.5+ Frameset - 2017,4649.98,440
45,4,Trek Fuel EX 8 29 - 2016,4639.98,441
128,4,Trek Fuel EX 8 29 - 2016,4639.98,442
195,4,Trek Fuel EX 8 29 - 2016,4639.98,443
197,4,Trek Fuel EX 8 29 - 2016,4639.98,444
297,4,Trek Fuel EX 8 29 - 2016,4639.98,445
321,4,Trek Fuel EX 8 29 - 2016,4639.98,446
430,4,Trek Fuel EX 8 29 - 2016,4639.98,447
476,4,Trek Fuel EX 8 29 - 2016,4639.98,448
554,4,Trek Fuel EX 8 29 - 2016,4639.98,449
556,4,Trek Fuel EX 8 29 - 2016,4639.98,450
608,4,Trek Fuel EX 8 29 - 2016,4639.98,451
703,4,Trek Fuel EX 8 29 - 2016,4639.98,452
1269,4,Trek Fuel EX 8 29 - 2016,4639.98,453
1362,4,Trek Fuel EX 8 29 - 2016,4639.98,454
705,61,Trek Powerfly 8 FS Plus - 2017,4499.99,455
802,40,Trek Fuel EX 9.8 29 - 2017,4499.99,456
1001,58,Trek Madone 9.2 - 2017,4499.99,457
1080,40,Trek Fuel EX 9.8 29 - 2017,4499.99,458
1238,40,Trek Fuel EX 9.8 29 - 2017,4499.99,459
1337,153,Trek Domane SL 7 Women's - 2018,4499.99,460
1515,40,Trek Fuel EX 9.8 29 - 2017,4499.99,461
1600,146,Trek Domane SLR 6 - 2018,4499.99,462
973,28,Surly Karate Monkey 27.5+ Frameset - 2017,4499.98,463
1047,28,Surly Karate Monkey 27.5+ Frameset - 2017,4499.98,464
1247,28,Surly Karate Monkey 27.5+ Frameset - 2017,4499.98,465
